id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32711,Sagrada Familia area - Còrsega 1,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40566,2.17015,Entire home/apt,140,2,63,2020-02-22,0.49,3,173,0,HUTB-001722
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,73163,Andres,Ciutat Vella,el Barri Gòtic,41.37978,2.17623,Entire home/apt,316,5,167,2022-03-14,1.19,2,115,18,HUTB-001506
35318,Luxury room with private bathroom and balcony,152070,Michel,Ciutat Vella,el Barri Gòtic,41.3817,2.1773,Private room,93,3,245,2022-02-28,1.86,1,0,3,
36763,In front of the beach,158596,Ester,Ciutat Vella,la Barceloneta,41.38043,2.19094,Private room,36,2,85,2021-11-02,0.67,1,191,12,
40983,Classical loft close to pedrera!,177617,Joaquin,Eixample,la Dreta de l'Eixample,41.39631,2.16832,Entire home/apt,53,2,209,2022-03-05,1.60,6,241,38,HUTB-001282
41952,Modern Apartment - Sagrada Familia,183340,Teresa,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40568,2.16943,Entire home/apt,160,3,39,2015-10-13,0.33,4,312,0,HUTB-003549
46153,CHIC SANT PERE★NO SHARING ★GREAT LOCATION ★,90417,Etain (Marnie),Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38866,2.17839,Entire home/apt,30,128,4,2022-01-26,0.03,2,222,2,Exempt
49213,"Descalzos en el parque, relax and  cool room",208154,Cate,Sants-Montjuïc,el Poble Sec,41.37254,2.16539,Private room,50,2,49,2022-03-07,0.47,1,7,1,
49968,Sagrada Familia area - Còrsega 2,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4057,2.17016,Entire home/apt,104,2,44,2022-02-21,0.34,3,205,1,HUTB-001723
61444,Bright apartment - Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.3897,2.16396,Entire home/apt,158,2,57,2022-03-05,0.55,4,259,4,HUTB-005863
68547,two beds with private shower 30% off,340570,Atún,Ciutat Vella,el Barri Gòtic,41.3806,2.17796,Private room,49,31,93,2021-08-10,0.70,2,311,3,
71520,Charming apartment with fantastic views!,366428,Ariadna,Gràcia,Vallcarca i els Penitents,41.41841,2.13307,Entire home/apt,250,5,1,2011-06-23,0.01,1,343,0,HUTB-007966
71553,Unique  Promotion   penthouse by Sagrada Familia,366654,Watermelon Barcelona Apartments,Eixample,la Dreta de l'Eixample,41.39705,2.17469,Entire home/apt,117,3,64,2022-02-27,0.48,4,251,14,HUTB-002424
72436,Lugaris Beach Business Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39909,2.20733,Entire home/apt,160,1,511,2022-03-04,5.55,6,275,151,HUTB-000173
18674,Huge flat for 8 people close to Sagrada Familia,71615,Mireia And Maria,Eixample,la Sagrada Família,41.40556,2.17262,Entire home/apt,126,1,25,2022-02-15,0.23,22,237,4,HUTB-002062
23197,Forum CCIB DeLuxe★Spacious &Elegant★Large Balcony,90417,Etain (Marnie),Sant Martí,el Besòs i el Maresme,41.41291,2.22063,Entire home/apt,220,3,53,2021-10-27,0.40,2,238,1,HUTB-005057
73455,RAMBLAS FAMILY APARTMENT,383697,Anna,Ciutat Vella,el Raval,41.38551,2.16665,Entire home/apt,132,2,131,2022-02-24,1.22,10,205,14,HUTB-001779
73683,Sagrada Familia area for 12 people,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40554,2.17017,Entire home/apt,309,2,164,2020-02-02,1.25,3,152,0,HUTB-001722
73693,Huge family apt with patio: Central (HUTB-005825),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37315,2.1665,Entire home/apt,98,2,53,2022-02-25,0.56,4,256,4,hutb-005825
73700,Centrally located budget apartment (HUTB-005832),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37325,2.16049,Entire home/apt,98,2,90,2021-09-30,0.77,4,289,5,hutb-005832
75003,130. Hércules Pequeño 41,396363,Alcambarcelona,Eixample,la Sagrada Família,41.40399,2.17802,Entire home/apt,146,2,21,2020-09-19,0.16,90,232,0,HUTB-001363
75411,Sagrada Familia Clot Patio - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Clot,41.40682,2.18649,Entire home/apt,152,3,43,2022-01-02,0.35,9,234,13,HUTB-000083
80004,Parc Montjuic HUTB-004026 58,431839,Xavier,Sants-Montjuïc,el Poble Sec,41.37371,2.16706,Entire home/apt,109,5,132,2022-01-29,1.00,1,206,5,HUTB-004026
89756,"bcn-rentals ramblas  nº 1, just 10 min to Ramblas",488117,David Y Maria,Ciutat Vella,el Raval,41.37861,2.16737,Entire home/apt,265,6,17,2021-07-23,0.15,6,324,1,HUTB-013579
95719,Lovely room  in the heart of Barcelona with A/C,509260,Dalila,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38496,2.17982,Private room,70,4,237,2022-03-04,1.79,2,342,5,
97529,CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40913,2.16503,Entire home/apt,35,90,65,2021-08-06,0.52,1,264,1,
107437,Beautiful villa surrounded  of forest in Barcelona,556626,Cristina,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42864,2.09159,Entire home/apt,231,3,69,2021-08-25,0.53,2,308,3,HUTB-009025
110041,002. Alió 2 Apartment,396363,Alcambarcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40271,2.16646,Entire home/apt,135,2,31,2021-10-19,0.26,90,248,2,HUTB-003671
112538,✨Design Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,243,2,93,2022-03-06,0.71,19,46,13,HUTB-000333
117010,✨Spacious Flat near Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40647,2.17457,Entire home/apt,185,2,35,2018-11-21,0.27,19,34,0,HUTB000331
118228,✨Bright apt views Sagrada Familia / Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,177,2,22,2022-02-27,0.17,19,43,7,HUTB-000328
128463,Private Suite in residential area!!,635253,Sebastian,Sants-Montjuïc,Sants,41.37155,2.13664,Private room,40,3,310,2022-02-26,2.42,1,272,28,HUTB-012603
130227,Spacious Room with Pool and Terrace,641496,Dolors,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40779,2.21146,Private room,68,1,108,2022-03-02,1.13,1,318,2,Exempt
135513,APARTMENT AT RAMBLA POBLE NOU AND BEACH,664196,Teresa,Sant Martí,el Poblenou,41.39787,2.20429,Entire home/apt,90,2,131,2021-09-23,1.03,1,260,4,
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,Maria,Les Corts,Pedralbes,41.38832,2.12201,Private room,60,30,128,2019-08-27,1.01,5,159,0,
138055,🌞Apt best views of Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,243,2,96,2022-03-06,0.74,19,52,14,HUTB000329
142121,You clean Barcelona Refuge 2 of 2,620454,Reinhard,Ciutat Vella,el Barri Gòtic,41.38062,2.17465,Entire home/apt,44,31,27,2017-09-20,0.21,3,0,0,
147275,1 Room INDIVIDUAL in Barcelona,711907,Antuan,Horta-Guinardó,el Guinardó,41.42337,2.1749,Private room,15,4,111,2022-02-19,1.34,1,295,13,Exempt
153376,Single room. central and quite,737399,Omar,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38615,2.17636,Private room,65,2,7,2019-10-11,0.20,1,0,0,
154437,Charming room  Diagonal wifi 100 Mb,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39202,2.15101,Private room,33,10,86,2021-12-16,0.67,1,75,6,Exempt
162091,✨Cosy Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.4064,2.17449,Entire home/apt,400,2,48,2021-12-19,0.40,19,26,7,HUTB000326
163536,Cosy design apartment trendy  Born 5 bed 2bathroom,713364,Horacio,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38663,2.18257,Entire home/apt,217,15,26,2020-08-29,0.21,2,364,0,
171646,Sagrada Familia Clot Atico - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Clot,41.40671,2.18592,Entire home/apt,103,3,44,2020-01-06,0.41,9,222,0,HUTB-004663
171816,Sagrada Familia Clot Vista - Wifi/Private/Clean,400154,Mireia,Sant Martí,el Clot,41.40681,2.18553,Entire home/apt,132,3,10,2019-08-21,0.09,9,258,0,HUTB-004664
174382,🌟Central Flat near Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.17455,Entire home/apt,149,2,7,2021-11-08,0.09,19,26,1,HUTB000327
179619,Affordable Barcelona for you!,860071,Joan,Sants-Montjuïc,la Bordeta,41.36969,2.13619,Private room,27,3,50,2018-09-28,0.39,2,99,0,Exempt
186540,Fully equipped loft near Sagrada Familia,896554,Josep Lluís,Sant Martí,el Clot,41.41253,2.18928,Entire home/apt,36,32,15,2022-03-02,0.22,1,23,4,
188267,"SPECIAL 3 BEDROOM Platinum flat Balconies, center",366654,Watermelon Barcelona Apartments,Eixample,la Dreta de l'Eixample,41.39258,2.17692,Entire home/apt,234,3,86,2022-01-08,0.68,4,187,5,hutb-005119
190348,Apartment with large terrace,919480,Elisa,Les Corts,Pedralbes,41.38893,2.12443,Private room,46,7,1,2016-06-09,0.01,1,0,0,
196021,"Large patio, 3 en-suite baths, 19th cent, central",953719,Julia,Eixample,l'Antiga Esquerra de l'Eixample,41.38842,2.16108,Entire home/apt,315,4,288,2022-03-07,2.26,2,230,23,HUTB-506707
196196,✨Large Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.4066,2.17459,Entire home/apt,400,2,98,2021-12-22,0.77,19,24,6,HUTB-000325
197267,Cozy Studio in Gracia Neighborhood,632830,"M Angeles, Federico",Gràcia,la Vila de Gràcia,41.40661,2.15115,Entire home/apt,28,31,348,2022-01-10,2.78,3,1,4,HUTB01295238
198958,STUNNING sea view + pool Barcelona!,971768,Akira,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40805,2.21487,Entire home/apt,284,2,68,2022-01-02,0.57,10,41,8,HUTB-000926
199794,Centric Double Room Private Bathroom,440825,Teresa,Eixample,l'Antiga Esquerra de l'Eixample,41.38359,2.15812,Private room,39,1,114,2022-03-04,1.09,1,211,19,Exempt
206122,Amazing Loft in BCN Center,1013855,Alejandro,Gràcia,la Vila de Gràcia,41.39877,2.15887,Entire home/apt,86,3,171,2020-08-01,1.37,1,146,0,HUTB-004315
206167,"Bright, comfy, central and with character",1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.3724,2.1648,Entire home/apt,90,3,99,2022-01-04,0.79,1,314,10,HUTB-009804
209673,Sweet Apartment in Gràcia district!,1033366,Elena,Gràcia,la Vila de Gràcia,41.398,2.1553,Entire home/apt,80,2,268,2022-03-01,2.40,1,233,12,HUTB-010932
213368,Lovely room Barcelona up 2 people,1037730,Elisagela Cristina,Gràcia,la Salut,41.41148,2.15896,Private room,51,2,50,2019-10-09,0.40,2,323,0,Exempt
214970,Single Cozy Room in central flat Barcelona,1110014,Janeth,Sants-Montjuïc,el Poble Sec,41.37042,2.16411,Private room,18,31,144,2020-03-02,1.21,1,296,0,
216699,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,1118232,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38482,2.17795,Private room,42,3,288,2019-10-06,2.32,1,69,0,
223096,Double bedroom with private toilet,874133,Barbara,Sants-Montjuïc,Sants,41.37364,2.13906,Private room,35,2,45,2022-03-06,0.36,1,0,2,Exempt
228638,Dble room in BCN with yoga shala,1190018,Maria Y Lucas,Gràcia,Vallcarca i els Penitents,41.41143,2.14856,Private room,40,2,18,2019-09-25,0.15,1,0,0,
234375,ATTIC VIEWS SAGRADA FAMILIA,1227290,Francesca,Eixample,el Fort Pienc,41.39889,2.17582,Entire home/apt,150,16,58,2022-03-05,0.84,1,93,9,HUTB-003754
238703,☆Comfy central Flat Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,400,2,72,2021-12-05,0.77,19,28,9,HUTB000330
239821,"APARTAMENT BCN MIRALL, in the best neighborhood",1257705,José Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39653,2.1442,Entire home/apt,175,2,27,2019-12-28,0.31,4,16,0,HUTB-005673
242335,Barceloneta Beach Apartment - FOR SEASON,15884961,Enjoy,Ciutat Vella,la Barceloneta,41.38113,2.18897,Entire home/apt,64,33,4,2015-12-21,0.03,8,224,0,Monthly rental only
250016,"Excellent - 3 bedrooms, 2 bathrooms - Gothic",1310304,Luis,Ciutat Vella,el Barri Gòtic,41.38595,2.17505,Entire home/apt,60,32,4,2020-02-16,0.03,70,252,0,
252232,Nice apartment with POOL BARCELONA,1298586,Kristjan Y Ana,Sant Martí,Sant Martí de Provençals,41.41626,2.20149,Entire home/apt,109,2,120,2022-01-05,0.98,6,282,5,HUTB-009465
255195,Lightly apartment with balcony to Las Ramblas,1310304,Luis,Ciutat Vella,el Raval,41.3817,2.17195,Entire home/apt,33,32,22,2021-12-29,0.18,70,227,5,
256354,room in cosy flat....,1348378,Lidia,Gràcia,Vallcarca i els Penitents,41.41437,2.13927,Private room,27,7,58,2022-01-28,0.48,2,220,7,
256677,Barcelona Center!The Gothic Area,1350468,Petrutz,Ciutat Vella,el Barri Gòtic,41.3801,2.17693,Private room,60,3,164,2022-03-06,1.37,1,350,8,
256982,Centric spacious nostalgic Room,1352184,Jasmin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38333,2.18095,Private room,45,20,119,2021-10-22,0.99,1,329,11,
264125,Sagrada Familia 5' Metro WIFI fibre DISINFECTED,1377744,Esther & Gemma,Sant Martí,el Camp de l'Arpa del Clot,41.41228,2.17582,Entire home/apt,124,4,243,2020-10-11,1.99,2,285,0,HUTB-000806
265491,Beach room amazing view in center,1392322,Kitty,Ciutat Vella,la Barceloneta,41.37722,2.18944,Private room,65,31,165,2022-02-19,1.39,1,46,2,
276324,COMFORTABLE IN GRACE APARTMENT,1443815,Francisca,Gràcia,la Vila de Gràcia,41.40292,2.16069,Entire home/apt,144,7,63,2021-09-04,0.52,1,314,3,HUTB-780374
276527,Nice rustic apartament - Parc Güell  PARKING FREE,1444707,Jesus,Gràcia,el Coll,41.42042,2.148,Entire home/apt,87,2,436,2022-03-06,3.55,2,100,49,HUTB - 004405
278036,Big Sunny Room - Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.39183,2.16695,Private room,17,8,176,2020-02-27,1.45,8,0,0,Exempt
281978,Big Private Room - Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.39258,2.16832,Private room,55,5,128,2020-03-03,1.03,8,12,0,Exempt
267816,Luxury Motor Yacht in Barcelona Port Olímpic near Casino,1404293,Sergio,Ciutat Vella,el Barri Gòtic,41.37781,2.18445,Entire home/apt,900,2,27,2021-12-31,0.23,2,323,3,Exempt
268017,Sweet Inn |  Charming 3BR Apt. W/ balcony,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39268,2.17214,Entire home/apt,225,2,15,2022-01-03,0.12,12,109,5,HUTB-004071
268022,Sweet Inn | Luminous 3BR near Plaza Catalunya,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39184,2.17146,Entire home/apt,264,2,27,2022-02-13,0.43,12,99,18,HUTB-004072
269467,Sunny and quiet Loft next to Sagrada Familia,1411775,Jeremies,Eixample,la Sagrada Família,41.40181,2.1761,Entire home/apt,92,7,62,2022-01-01,1.21,2,234,8,HUTB-001129
272282,Exquisito apartamento con espacios abiertos y luz,1425070,Mar,Eixample,l'Antiga Esquerra de l'Eixample,41.38347,2.15802,Entire home/apt,329,3,329,2022-03-06,2.79,1,146,29,HUTB-003208
273229,Confortable and very well located,1429552,Marta,Eixample,Sant Antoni,41.3778,2.1582,Entire home/apt,60,10,145,2021-09-19,1.21,1,130,7,HUTB 004121
273932,Oriental Design apartment,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3895,2.15769,Entire home/apt,100,3,184,2022-01-09,1.50,33,266,7,HUTB-004184
275336,Noname - Charming 3BR+Terrace just off Gran Via,1435464,Jaume,Eixample,la Nova Esquerra de l'Eixample,41.38307,2.15518,Entire home/apt,133,1,102,2021-10-18,0.88,14,132,4,HUTB-012040
275346,Sunny terrace penthouse by Camp Nou Free Nespresso,1435464,Jaume,Sarrià-Sant Gervasi,Sarrià,41.39176,2.12506,Entire home/apt,327,1,48,2022-02-19,0.41,14,108,6,HUTB-012910
275350,"Parsifal-Front Row Seat on La Rambla, Blend of Character and Modernity",1435464,Jaume,Ciutat Vella,el Raval,41.38099,2.17213,Entire home/apt,140,1,50,2020-01-03,0.51,14,250,0,
281985,Medium Sise Room - Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.39282,2.16614,Private room,45,5,156,2020-04-04,1.26,8,18,0,Exempt
282679,"Charming Penthouse,two amazing terraces",1354169,Valentin,Eixample,Sant Antoni,41.3787,2.15813,Entire home/apt,500,4,32,2020-02-29,0.27,2,161,0,HUTB-001765
283231,FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC,1475411,Francesco,Sant Martí,el Parc i la Llacuna del Poblenou,41.39086,2.18803,Entire home/apt,78,7,264,2022-03-06,2.15,1,207,40,HUTB-005731
290592,Views SagradaFamilia + metro + WIFI + disinfected,1377744,Esther & Gemma,Eixample,la Sagrada Família,41.41042,2.17595,Entire home/apt,499,3,234,2020-03-15,1.95,2,264,0,HUTB-014728
295200,Attic penthouse with private terrace,612665,Oscar,Gràcia,la Vila de Gràcia,41.40697,2.16106,Entire home/apt,113,3,184,2022-02-17,1.49,4,155,25,HUTB-012627
297066,City Center apartment near Sagrada Familia & a sea,1541784,Aga,Sants-Montjuïc,el Poble Sec,41.37383,2.16894,Entire home/apt,103,1,736,2022-03-03,6.03,1,335,68,HUTB-004770
308166,"ARTIST HOUSE IN DOWNTOWN, GAUDI, LIGHT SUN",1561612,Carlos,Eixample,la Dreta de l'Eixample,41.39318,2.15899,Entire home/apt,155,3,176,2019-11-16,1.44,1,0,0,HUTB-008740
315769,Sagrada Familia vintage apartment,1994100,Marcello,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40466,2.17147,Entire home/apt,94,3,24,2021-08-31,0.20,3,249,2,HUTB-011450
320506,The Loft Barcelona,1642180,The Loft,Sants-Montjuïc,el Poble Sec,41.37195,2.16936,Entire home/apt,95,4,53,2021-11-17,0.43,1,152,1,hutb-004655
323854,Casa Sagrada Familia Bcn Doubleroom,1657312,Alberto,Eixample,la Sagrada Família,41.40843,2.17494,Private room,30,1,21,2014-07-29,0.17,1,0,0,
343972,Magic Fountain B&B WI-FI DOBLE ROOM,1744964,Patricia,Sants-Montjuïc,la Font de la Guatlla,41.37184,2.14799,Private room,30,2,7,2015-07-06,0.06,1,0,0,
342641,Apartment in villa with garden&pool,1738696,Estela,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42882,2.10123,Entire home/apt,87,2,85,2021-11-05,0.83,1,171,5,HUTB-007301
343861,1BD FLAT WITH WIFI & AC IN GRACIA,1744516,Silvia & Luís,Eixample,la Dreta de l'Eixample,41.39993,2.16536,Entire home/apt,142,3,24,2021-08-29,0.29,23,325,1,HUTB-007447
343864,3 BD APT IN THE HEART OF GRACIA VIRREINA,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40735,2.15885,Entire home/apt,121,3,16,2020-03-02,0.17,23,189,0,HUTB-009898
343866,COSY 3BD  APARTMENT + 2 BATH IN GRACIA VIRREINA,1744516,Silvia & Luís,Gràcia,la Vila de Gràcia,41.40399,2.15565,Entire home/apt,121,3,34,2020-03-09,0.31,23,205,0,HUTB-008572
327133,Cozy Double Room - Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.39096,2.16614,Private room,12,6,178,2020-06-30,1.45,8,1,0,Exempt
330723,SUNNY ROOM WITH BALCONY,1687383,Juanmi,Ciutat Vella,el Raval,41.37571,2.17118,Private room,35,14,56,2021-12-19,0.47,2,69,5,
330766,Urquinaona Charming and Centric,1687524,Virginia,Eixample,la Dreta de l'Eixample,41.39076,2.17503,Entire home/apt,115,2,179,2022-02-21,1.49,1,17,9,HUTB-003905
330957,Central 3 bedroom beautiful APT,893805,Phil And Fiona,Eixample,la Dreta de l'Eixample,41.39768,2.17032,Entire home/apt,134,2,455,2022-03-06,3.73,11,255,42,HUTB-010749
331026,Small basic room in a nice apt,440881,Lee,Eixample,Sant Antoni,41.37793,2.15978,Private room,25,31,195,2022-02-13,1.62,1,233,14,
335861,Modern Loft Near the Beach,1221038,Mar,Sant Martí,el Poblenou,41.40349,2.20414,Entire home/apt,215,4,91,2019-12-13,0.77,1,79,0,HUTB-007075
337755,SEALONA VILA OLIMPICA BEACH,1716315,Marc,Sant Martí,la Vila Olímpica del Poblenou,41.39169,2.1926,Entire home/apt,150,1,19,2022-02-16,0.20,11,31,10,HUTB-002887
359841,"BacRou, design loft near the sea",1820272,Rosa,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40502,2.20802,Entire home/apt,73,2,342,2022-02-26,2.88,4,264,22,HUTB-003912
363601,stylish flat in barcelona center,1837053,Ayal,Ciutat Vella,el Raval,41.37961,2.17306,Entire home/apt,60,32,26,2018-08-23,0.22,2,222,0,
364030,Beatiful Terrace in Bcn center  HUTB-OODIEZ94ZERO3,1839136,Mires,Eixample,Sant Antoni,41.37555,2.16254,Entire home/apt,165,3,303,2022-02-08,2.49,1,212,21,HUTB-001094
365911,"Low-priced,Super Reviewed Apartment",1260560,Ralph,Eixample,la Nova Esquerra de l'Eixample,41.37911,2.15356,Entire home/apt,127,1,94,2021-12-09,0.80,4,302,17,HUTB-004112
370665,"vig RIGHT IN EL BORN, OLD TOWN, HAPPY APARTMENT!!",1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38545,2.18117,Entire home/apt,180,32,0,,,122,357,0,
377161,Rustic apartment Parc Guell II,1444707,Jesus,Gràcia,el Coll,41.41892,2.14871,Entire home/apt,88,2,456,2022-03-06,3.79,2,103,56,HUTB - 004404
379868,INCREDIBLE VIEW front Sagrada Familia+PRIV.BALCONY,1906952,Khris,Eixample,la Sagrada Família,41.4055,2.17124,Private room,54,4,318,2021-09-07,2.67,2,70,6,Exempt
384063,nap2 HAPPY & QUIET 3 BEDROOM & 2 BATHROOMS FLAT!!,1447144,Acomodis Apartments,Eixample,la Dreta de l'Eixample,41.39639,2.17641,Entire home/apt,160,1,9,2019-08-18,0.08,122,357,0,HUTB-02-2012-0109
345129,Charming apartment by  Barcelona sailing harbour,1238225,Lucia,Ciutat Vella,el Barri Gòtic,41.38512,2.17129,Private room,75,31,32,2013-10-15,0.27,1,88,0,
351395,Garden House - 3BR Apt with amazing Terrrace,1435464,Jaume,Eixample,el Fort Pienc,41.39271,2.17974,Entire home/apt,161,1,44,2022-02-12,0.41,14,304,9,HUTB-009578
352772,Elegant Centric Attic WIFI Car Park,1786501,Fidel,Eixample,la Nova Esquerra de l'Eixample,41.38184,2.15119,Entire home/apt,124,2,125,2022-01-02,1.28,1,270,22,HUTB-005271
353640,Great Apartment in Heart of Born,1791076,Marta,Ciutat Vella,el Barri Gòtic,41.38219,2.18039,Entire home/apt,95,1,141,2021-12-28,1.47,1,186,11,HUTB-002534
357576,"Authentic Vintage Home  ""El Patio de Gracia""",1809535,Silvia,Gràcia,la Vila de Gràcia,41.40508,2.15491,Entire home/apt,148,1,257,2022-03-05,2.18,2,237,41,001176
357958,Private terrace and bathroom & WiFi,1809119,Katja,Eixample,la Nova Esquerra de l'Eixample,41.38336,2.14977,Private room,38,32,173,2022-01-22,1.57,1,209,10,
384464,Paseo de Gracia / Plaza Catalunya,674212,Juanmi,Eixample,la Dreta de l'Eixample,41.38992,2.16974,Entire home/apt,148,2,111,2022-03-02,0.92,5,251,18,HUTB-011183
385049,MIRADOR 3 Bedroom Apartment Port Vell,3775349,Mafe,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38203,2.18362,Entire home/apt,300,1,237,2022-02-14,1.95,35,34,18,HUTB-000828
384155,Barcelona Center Beach Top Design,1751133,The Punset Family,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38416,2.18257,Entire home/apt,89,32,71,2021-09-15,0.60,1,278,1,
443222,2-bedroom Bright and Classic Sagrada Familia Flat,2202284,Johanna,Eixample,la Sagrada Família,41.40998,2.17553,Entire home/apt,107,3,125,2022-03-01,1.06,13,252,23,HUTB-002983
443909,"BARCELONA GOTICO ,great location, PRIVATE OFFICE",2204578,Francesca,Ciutat Vella,el Barri Gòtic,41.37733,2.17651,Private room,30,28,328,2022-02-20,2.84,1,92,14,
446665,Double and Lovely room in Barcelona.,2218343,Elvira,Sants-Montjuïc,la Font de la Guatlla,41.3684,2.14075,Private room,50,32,53,2020-02-29,0.48,2,87,0,
449854,Center location. Magic terrace. 360º views,1267680,Victor,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38734,2.18018,Entire home/apt,129,4,152,2022-03-03,1.28,4,77,20,HUTB-002370
451758,"Bright, elegant loft in center town",1267680,Victor,Ciutat Vella,el Raval,41.38139,2.16692,Entire home/apt,124,4,133,2022-03-06,1.12,4,96,11,HUTB-003091
456333,DOUBLE ROOM with WIFI,2268672,Bruna,Eixample,el Fort Pienc,41.39937,2.17599,Private room,28,1,43,2017-11-01,0.36,1,0,0,
457195,Sweet Inn | Stylish 3BR Apt. W/ balcony,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39195,2.1714,Entire home/apt,281,2,41,2022-03-03,0.64,12,141,26,HUTB-004073
393717,Cosy apartment near Las Ramblas,1968590,Manel,Ciutat Vella,el Raval,41.3795,2.16568,Entire home/apt,95,3,318,2020-03-13,2.68,1,233,0,HUTB-002975
399772,ROCAFORT: nice & bright 3 stops away PZA CATALUÑA,1995385,Ana,Eixample,la Nova Esquerra de l'Eixample,41.38268,2.15044,Entire home/apt,81,3,37,2022-01-07,0.31,3,116,17,HUTB-001948
401481,Centric Apartment in Barcelona,2004002,Xabier,Eixample,la Dreta de l'Eixample,41.38986,2.17095,Private room,48,2,447,2022-03-02,3.70,1,122,52,
408599,Charming 3bedroom flat with balcony,2034854,Roger,Sants-Montjuïc,el Poble Sec,41.37374,2.15852,Entire home/apt,89,2,385,2022-02-20,3.19,1,306,35,HUTB-006818
412649,Cozy flat by the Magic Fountain,542867,Gabriela & Miguel,Sants-Montjuïc,la Font de la Guatlla,41.37279,2.14834,Entire home/apt,65,3,193,2022-02-22,1.61,2,216,17,HUTB-007048
414786,Centric Double Room-Paseo de Gracia,1451449,Pedro,Eixample,la Dreta de l'Eixample,41.39213,2.16607,Private room,42,7,167,2022-01-31,1.38,8,31,2,Exempt
417239,SUNNY APARTMENT WITH TERRACE IN GRACIA,2074943,Kris,Gràcia,la Vila de Gràcia,41.40413,2.15692,Entire home/apt,87,30,98,2021-09-04,0.92,1,231,3,
424137,Spacious apartment just by Las Ramblas,2108468,Pau,Ciutat Vella,el Barri Gòtic,41.37973,2.17458,Entire home/apt,173,1,91,2022-02-24,0.83,7,257,18,HUTB-000945
