id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
16247733,Passeig de Gracia Apartment B242,8130906,Arina,Eixample,la Dreta de l'Eixample,41.38947,2.16895,Entire home/apt,395,3,7,2020-03-14,0.12,34,191,0,HUTB-012668
16249380,Spacious room with double bed and balcony!,36607755,Igor,Ciutat Vella,el Barri Gòtic,41.38015,2.17647,Private room,29,32,0,,,98,336,0,
16251145,SEALONA CENTER IV,1716315,Marc,Eixample,la Dreta de l'Eixample,41.39241,2.17623,Entire home/apt,160,3,35,2022-03-07,0.55,11,14,22,HUTB-009176
16255146,"Private Room, Hospital Clinic, Familiar Ambient",106289587,Fredy,Eixample,la Nova Esquerra de l'Eixample,41.38529,2.14645,Private room,13,30,10,2022-02-06,0.16,1,299,2,Exempt
16255969,Single or couple room with large bed,85351234,Awais,Gràcia,la Vila de Gràcia,41.40115,2.1605,Private room,13,7,0,,,1,0,0,
16266383,Cozy and Centric room with private bathroom,106375283,Laura,Eixample,el Fort Pienc,41.39405,2.17835,Private room,27,6,0,,,1,0,0,
16266513,Shinny Eixample- Sagrada Familia Room,36607755,Igor,Eixample,la Sagrada Família,41.40517,2.18015,Private room,29,32,0,,,98,364,0,
16266993,Acogedora habitación cerca de Sagrada Familia!,36607755,Igor,Eixample,la Sagrada Família,41.40302,2.18124,Private room,22,32,0,,,98,344,0,
16270398,Nice dble bedroom to share next to the sea/center,106401998,Garnier,Sant Martí,el Poblenou,41.39752,2.20144,Private room,15,3,1,2016-12-11,0.02,1,0,0,
16272738,Comfortable double bedroom Parc Güell,13952311,Laura,Horta-Guinardó,el Baix Guinardó,41.41187,2.1643,Private room,74,2,6,2022-03-02,0.10,2,104,2,HUTB-143567
16278781,Kick Back on the Terrace of a Classic Home,8320838,Andrea And Jesse,Gràcia,la Vila de Gràcia,41.39759,2.15418,Entire home/apt,400,2,173,2022-02-10,2.74,1,264,21,HUTB-009320
16279645,"Study in the center, in Gracia",94858265,Jose O,Gràcia,la Vila de Gràcia,41.39997,2.1615,Entire home/apt,60,5,110,2022-03-05,1.74,4,39,36,HUTB-626749
16287127,YH7/3-Berna BJ2 | Cozy Apartment exclusive Design,14979846,General Estate,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40689,2.14707,Entire home/apt,100,32,4,2021-01-15,0.09,10,253,0,Exempt
16292600,BCN Luxury,15944590,Paco,Eixample,Sant Antoni,41.38521,2.16299,Entire home/apt,235,4,111,2022-03-09,1.76,2,144,7,HUTB-013202
16294662,Double room in Villa de Gracia,106602227,Celia,Gràcia,la Vila de Gràcia,41.40071,2.15473,Private room,40,1,16,2018-10-14,0.25,1,0,0,
16297576,Cómoda habitación en la Sagrada Familia,106625869,Susana,Eixample,la Sagrada Família,41.41075,2.1738,Private room,18,2,1,2016-12-21,0.02,1,0,0,
15928663,What a place in Barcelona in the center,99205320,Marcella Y Fabrizio,Ciutat Vella,el Barri Gòtic,41.37985,2.1801,Entire home/apt,43,31,20,2019-12-01,0.33,1,237,0,
15935137,LOFT II EN BARCELONA,26513958,Josep,Sants-Montjuïc,Sants,41.37415,2.13735,Entire home/apt,115,1,119,2022-03-04,2.03,4,113,14,HUTB-012588
15939147,Exterior Double Room at CityCenter 1,61874060,Juan,Ciutat Vella,el Raval,41.37756,2.17324,Private room,50,3,82,2021-10-25,1.35,3,0,12,
15939484,Luxury Apartment 3BR close to Passeig de Gracia,6566612,André,Eixample,la Dreta de l'Eixample,41.39692,2.16085,Entire home/apt,388,3,16,2022-01-08,0.27,1,163,1,HUTB-491245
15944795,Apartment with a garden in Poble Sec,6992168,Simona,Sants-Montjuïc,el Poble Sec,41.3738,2.1653,Entire home/apt,48,90,7,2020-01-22,0.12,2,269,0,
15947390,"fnt4 AVAILABLE FROM TODAY, ONLY 5 MINUTES OLD TOWN",1447144,Acomodis Apartments,Sants-Montjuïc,el Poble Sec,41.37379,2.16781,Entire home/apt,160,1,4,2018-11-14,0.07,122,365,0,HUTB-03-2012-0075
15953093,★ Sagrada Familia three double bedrooms ★,41226393,M Angels,Eixample,la Sagrada Família,41.40918,2.17493,Entire home/apt,92,2,173,2021-08-13,2.84,1,50,2,HUTB-004427
15958416,Gracia Travesera 2 Bedrooms Renovated Apartment,103628708,Amira,Gràcia,la Vila de Gràcia,41.40331,2.16193,Entire home/apt,85,3,71,2022-02-09,1.17,1,241,12,HUTB-006946
16384420,Modern Apartment Barcelona-Sants,97797707,Feel At Sants,Sants-Montjuïc,Sants,41.37602,2.13287,Entire home/apt,108,4,60,2022-01-03,1.02,6,95,2,HUTB-012138
16384978,Confort Apartment Barcelona-Sants.,97797707,Feel At Sants,Sants-Montjuïc,Sants,41.37458,2.13442,Entire home/apt,66,4,92,2020-02-17,1.63,6,102,0,HUTB-012135
16385602,Fancy Apartment Barcelona-Sants,97797707,Feel At Sants,Sants-Montjuïc,Sants,41.37432,2.13385,Entire home/apt,108,4,9,2019-08-10,0.15,6,114,0,HUTB-012134
16386312,Upper Apartment Barcelona-Sants,97797707,Feel At Sants,Sants-Montjuïc,Sants,41.37446,2.13377,Entire home/apt,132,4,2,2019-10-08,0.03,6,27,0,HUTB-012136
16386645,Charming Apartment Barcelona-Sants,97797707,Feel At Sants,Sants-Montjuïc,Sants,41.37453,2.13428,Entire home/apt,110,4,2,2017-07-16,0.03,6,24,0,HUTB-012133
16387031,Awesome Apartment with city views,27514370,Mariona,Sant Martí,el Clot,41.40975,2.18761,Entire home/apt,71,32,8,2020-09-30,0.15,6,258,0,Exempt
16387129,YH6/3-Berna BJ1|New Cozy Apartment Design,14979846,General Estate,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40495,2.14684,Entire home/apt,100,32,5,2020-09-15,0.08,10,162,0,Exempt
16388020,In the center of Barcelona. Air conditioning Wifi,5735370,Florentina,Gràcia,la Vila de Gràcia,41.40023,2.16413,Entire home/apt,65,31,4,2021-11-16,0.09,1,271,1,
16390841,Penthouse Apartment Barcelona-Sants,97797707,Feel At Sants,Sants-Montjuïc,Sants,41.3761,2.13472,Entire home/apt,114,4,5,2019-07-14,0.08,6,14,0,HUTB-012137
16396962,Cozy apart. in downtown Barcelona.,39169031,Elisa,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38926,2.17708,Entire home/apt,60,31,21,2021-09-21,0.34,3,267,2,
16399245,Anima Apartments - Top Floor,28043451,Anima Apartments,Sants-Montjuïc,Sants,41.37328,2.13182,Entire home/apt,135,1,121,2021-12-31,1.91,12,190,6,HUTB-012711
16640142,Private Double Room in the City Center,75581966,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39164,2.15695,Private room,68,3,0,,,1,87,0,
16640608,12-Apartamento Sagrada Familia (Bcn),22076771,Luis,Sant Martí,el Camp de l'Arpa del Clot,41.4149,2.18094,Entire home/apt,55,31,6,2022-01-16,0.11,24,222,1,Exempt
16659882,Lovely apartment in the city center,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.38953,2.15806,Entire home/apt,125,3,162,2022-02-26,2.60,33,57,28,HUTB-009015
16668153,7 MINUTES FROM LAS RAMBLAS LUXURY 3 BEDROOMS FLAT!,41180278,Nicolas,Sants-Montjuïc,el Poble Sec,41.37431,2.16759,Entire home/apt,153,3,25,2019-10-11,0.41,2,252,0,HUTB-938346
16672021,Central & Sunny Apartment near Passeigde Gracia II,89114493,Maria Consolacion,Eixample,la Dreta de l'Eixample,41.39575,2.17625,Entire home/apt,99,5,10,2021-10-24,0.16,2,106,6,HUTB-001962
16672707,QUIET AND BRIGHT APARTMENT. RENOV 2020,3039107,Manuel,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39537,2.14363,Entire home/apt,70,2,15,2022-01-16,0.24,33,221,2,HUTB-008621
16681863,Triple Room with a Shared Bathroom,109973725,Ideal,Sants-Montjuïc,la Bordeta,41.36603,2.13367,Private room,70,1,0,,,2,79,0,AJ000669
16682362,Barcelona - Les corts,35712072,Trize,Les Corts,les Corts,41.38315,2.13162,Entire home/apt,50,32,5,2021-07-03,0.10,30,161,1,
16685927,Beach&Barcelona I,110460297,Mariabe Y Juan,Ciutat Vella,la Barceloneta,41.38059,2.18889,Entire home/apt,120,2,56,2020-01-01,0.89,3,0,0,HUTB-016213
16686593,"Bcn-rentals Rambla 5, Just7-10 minutes fromramblas",4950474,David And Maria,Ciutat Vella,el Raval,41.37842,2.16749,Entire home/apt,155,6,38,2021-08-15,0.61,4,319,1,HUTB-013579
16690587,Private room in Penthouse with terrace,104919948,Ruben,Sant Andreu,Sant Andreu,41.43394,2.18939,Private room,63,3,23,2019-07-08,0.39,1,88,0,
16694720,Comfortable flat in BCN centre!,4547731,Simona,Eixample,Sant Antoni,41.37654,2.16453,Entire home/apt,80,30,2,2021-11-30,0.04,1,283,1,
16704193,Art House Viladomat,21483975,Apartments Toni Space Barcelona,Eixample,Sant Antoni,41.37865,2.15681,Entire home/apt,264,1,164,2022-03-03,2.62,13,231,21,HUTB-001527
16714195,Great flat. Feel as at home in center Barcelona.,110738188,Jepis,Eixample,l'Antiga Esquerra de l'Eixample,41.39253,2.15405,Entire home/apt,220,3,89,2021-12-12,1.45,1,308,7,HUTB-873832
16715109,Piso luminoso e impecable en super buena zona,110767203,Joaquin,Eixample,Sant Antoni,41.37647,2.16511,Private room,36,2,0,,,1,0,0,
16715630,Cozy one-bedroom apartment in Sant Antoni,10693680,Ramón,Eixample,Sant Antoni,41.37546,2.16088,Entire home/apt,61,2,4,2019-11-17,0.07,38,260,0,HUTB-002652
16716808,1-bedroom apartment with balcony,3376710,Maria StayBarcelona,Eixample,Sant Antoni,41.37692,2.16139,Entire home/apt,61,2,9,2022-02-28,0.18,39,227,4,HUTB-002652
16719619,HABITACION DOBLE CERCA CENTRO AUDIVISUALES,54460469,Fany,Sants-Montjuïc,la Bordeta,41.36754,2.13727,Private room,150,1,1,2018-03-01,0.02,2,363,0,Exempt
16719714,Double Bed in the very middle of Barcelona,7297778,Vicente,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40136,2.1674,Private room,40,1,18,2018-06-06,0.28,1,0,0,
16730670,Elegant and spacious apartment in Paralel,110933010,Mai & Maud,Eixample,Sant Antoni,41.37614,2.15966,Entire home/apt,199,3,157,2022-03-06,2.54,2,256,21,HUTB-007347
16732821,"Luxury 4 bed/5 bath flat, 5 min from Pg de Gracia",52015354,Eduardo,Gràcia,la Vila de Gràcia,41.39967,2.15512,Entire home/apt,1100,4,90,2021-07-31,1.45,1,6,2,HUTB-006828
16737061,Double room near Plaza España,59200277,Pepi,Eixample,la Nova Esquerra de l'Eixample,41.38001,2.14552,Private room,46,1,139,2022-02-06,2.27,1,131,10,
16742086,Comfortable three independent homes,89472628,Yi,Sants-Montjuïc,Hostafrancs,41.37745,2.14418,Entire home/apt,250,3,72,2020-03-08,1.22,1,0,0,HUTB-004782
16750114,Stylishly decorated apartment in Sants,9478280,Simona & Pia,Sants-Montjuïc,la Bordeta,41.37128,2.1397,Entire home/apt,32,330,1,2019-03-31,0.03,44,313,0,
16751082,2 bedroom apartment in Gothic for monthly rent,9478280,Simona & Pia,Ciutat Vella,el Barri Gòtic,41.38399,2.17195,Entire home/apt,45,32,2,2018-09-29,0.04,44,196,0,
16751577,Habitación amplia zona plaza España.,107895973,Jesus,Sants-Montjuïc,Hostafrancs,41.37512,2.14231,Private room,27,2,114,2020-01-02,1.86,1,283,0,Exempt
16752317,Book an it for a month. It's cheaper! /Las Ramblas,82620250,Alfredo,Ciutat Vella,el Raval,41.3775,2.17536,Entire home/apt,60,31,0,,,2,176,0,
16752419,"Comfortable 5 persons apartment, city center!",111146940,Ana,Gràcia,la Vila de Gràcia,41.39817,2.1559,Entire home/apt,500,3,0,,,1,0,0,HUTB-005591
16762460,Homesharins: my home is your home.,101340502,Jon,Ciutat Vella,el Barri Gòtic,41.3809,2.17544,Private room,46,2,274,2022-03-05,4.39,1,14,43,Exempt
16762608,Private Room Classy Apartment Central Barcelona Plaza España,9135996,Eva,Eixample,Sant Antoni,41.37653,2.15264,Private room,98,2,204,2022-03-05,3.25,1,232,31,Exempt
16767690,COZY DOBLE ROOM WITH TOILET-  Barcelona center,6238439,Rita,Eixample,l'Antiga Esquerra de l'Eixample,41.38641,2.15952,Private room,44,3,4,2017-04-26,0.07,1,0,0,
16773390,Cozy and renovated flat next to Sagrada Familia,3403659,Montserrat,Eixample,la Sagrada Família,41.40518,2.17289,Entire home/apt,99,3,169,2022-02-22,2.76,4,228,31,HUTB-00203371
16780481,Mundi Room,111248996,Teo,Ciutat Vella,el Raval,41.38049,2.17344,Private room,23,2,157,2022-02-23,2.58,2,55,17,
16786316,Double  room with terrace in the heart of Gracia,111522971,Marija,Gràcia,la Vila de Gràcia,41.4065,2.15224,Private room,22,2,161,2022-02-23,2.62,3,127,25,
16787266,Habitación centro de Barcelona,22336117,Pablo,Eixample,la Nova Esquerra de l'Eixample,41.38137,2.15308,Private room,25,2,17,2022-01-30,0.47,1,0,9,
16788998,Single room in the heart of Gracia,111522971,Marija,Gràcia,la Vila de Gràcia,41.4077,2.15363,Private room,21,2,165,2022-03-10,2.68,3,143,23,
16789407,Individual room + private bathroom in penthouse,6902105,Bernat,Eixample,la Dreta de l'Eixample,41.39914,2.16722,Private room,46,2,23,2022-01-02,0.37,2,81,4,Exempt
16794843,COBI Apartment  Very central  4 bed / 2 bath   Sun,47347356,Antoni Cortada ...,Eixample,la Dreta de l'Eixample,41.39462,2.17476,Entire home/apt,6666,3,9,2017-08-17,0.15,4,365,0,HUTB - 001167 - 52
16802462,"SM56 - Beach & Quiet - 2 Bedroom, Balcony, WIFI",111706727,José Manuel,Ciutat Vella,la Barceloneta,41.3779,2.18805,Entire home/apt,65,32,10,2021-10-17,0.17,2,307,1,Exempt
16805125,"Habitaciòn privada, exterior. (Plaza España)",111729644,Garby,Sants-Montjuïc,Hostafrancs,41.37512,2.14309,Private room,70,4,3,2017-07-01,0.05,1,0,0,
16806128,2-4 · Holy Family Flat,54820821,Albert,Eixample,la Sagrada Família,41.4053,2.17145,Entire home/apt,77,1,112,2022-03-07,1.82,24,221,4,HUTB-011318
16806770,Portal del Angel Barcelonastuff Apartment,4260952,Marc,Ciutat Vella,el Barri Gòtic,41.3851,2.17278,Entire home/apt,102,2,20,2022-02-24,1.69,9,212,20,HUTB-000190
16810008,Bright&Modernist in the city center.,4101093,Eli&Agus,Eixample,la Nova Esquerra de l'Eixample,41.38443,2.15526,Entire home/apt,136,4,169,2022-02-08,2.75,8,78,14,HUTB-003399
16833502,PRIVATE ROOFTOP WITH VIEWS,112043598,Joan,Sant Martí,el Camp de l'Arpa del Clot,41.4152,2.1824,Entire home/apt,55,31,0,,,16,268,0,
16851200,Linda habitación doble en el centro de Barcelona,14916719,Francesca,Sants-Montjuïc,el Poble Sec,41.37309,2.16564,Private room,35,1,0,,,1,0,0,
16869002,Casa Cosi - Letamendi,35936647,Casa Cosi,Eixample,l'Antiga Esquerra de l'Eixample,41.38871,2.15977,Entire home/apt,128,1,43,2022-02-20,0.70,40,293,3,HUTB-003776
16870852,cc23 LARGE FLAT BY PASSEIG GRACIA!,1447144,Acomodis Apartments,Eixample,la Dreta de l'Eixample,41.39234,2.16882,Entire home/apt,170,1,0,,,122,0,0,HUTB-002005
16875405,Beach&Barcelona II,110460297,Mariabe Y Juan,Ciutat Vella,la Barceloneta,41.37858,2.19062,Entire home/apt,95,3,68,2020-01-03,1.10,3,68,0,HUTB-016213
16879161,Single room in La Sagrera for pet friendly people!,94194740,Daniela,Sant Andreu,la Sagrera,41.42297,2.18517,Private room,19,2,17,2018-03-31,0.27,1,0,0,
16880366,HABITACIÓN USO DOBLE O INDIVIDUAL CENTRO BARCELONA,112547668,M.Angela,Eixample,Sant Antoni,41.37632,2.1601,Private room,26,7,80,2020-02-29,1.29,1,0,0,Exempt
15969502,Room with private bathroom @Plaza Universitat,8530202,Sofia,Eixample,l'Antiga Esquerra de l'Eixample,41.387,2.15938,Private room,39,3,5,2017-07-12,0.08,1,0,0,
15970599,SWEET GRÀCIA,103734991,Lili,Gràcia,la Vila de Gràcia,41.40167,2.15737,Private room,22,2,84,2021-12-26,1.33,1,108,20,
15978726,Lovely design apartment on the center Barcelona,57786531,Bet,Sants-Montjuïc,el Poble Sec,41.37382,2.1674,Entire home/apt,80,31,13,2020-03-13,0.21,1,343,0,Exempt
15981063,BCN Sagrada Familia Penthouse,7053689,Alain & Lana,Eixample,la Sagrada Família,41.40412,2.1795,Entire home/apt,190,4,111,2022-02-20,1.72,22,261,14,HUTB-008675
15985599,Tranquila y luminosa habitación,42411028,Nuria,Sant Martí,Sant Martí de Provençals,41.41555,2.19906,Private room,150,2,24,2018-06-29,0.39,1,362,0,
15989980,"Charming Rooftop-Studio: beach-near, quiet+centric",1420606,Ines,Sant Martí,el Parc i la Llacuna del Poblenou,41.39619,2.19073,Entire home/apt,80,2,275,2022-03-04,4.46,1,191,48,HUTB-012083
15996573,Downtown Catalunya 3 bedroom B251,8130906,Arina,Eixample,la Dreta de l'Eixample,41.38837,2.17057,Entire home/apt,293,1,4,2019-07-27,0.07,34,212,0,HUTB-007375
16006518,"Habitación cama doble, Example, Increíble, Centro",73021604,Arantxa,Eixample,l'Antiga Esquerra de l'Eixample,41.39086,2.15055,Private room,47,2,1,2017-07-28,0.02,1,18,0,
16009172,Contemporary Apartment with a Private Terrace near the Sagrada Família - Ref. GI2216,4459553,Eva&Jack,Eixample,la Dreta de l'Eixample,41.39695,2.17041,Entire home/apt,201,2,71,2022-01-02,1.20,169,286,12,HUTB-007564
16014846,Double/Twin Room in Cozy Apartment Sagrada Familia,103847838,Jimmy,Eixample,la Sagrada Família,41.40204,2.18065,Private room,50,2,0,,,1,0,0,
16425445,Duplex Red  in La Sagrera,26059902,Jenny & Pol,Sant Andreu,la Sagrera,41.42237,2.18866,Entire home/apt,50,31,6,2022-01-26,0.15,14,117,2,
16425528,Cozy apartment Diagonal Mar,54320669,Juan,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40988,2.21046,Entire home/apt,81,2,94,2021-12-26,1.48,15,355,5,HUTB-008494
16433084,Straight friendly quiet internal room EixAmple,49096561,Alfonso,Eixample,la Nova Esquerra de l'Eixample,41.37794,2.15069,Private room,39,3,75,2019-05-13,1.17,2,0,0,Exempt
16434117,Habitación cochombrosa en barrio de mierda,40935235,José Carlos,Horta-Guinardó,Sant Genís dels Agudells,41.42498,2.13933,Private room,100,1,0,,,1,0,0,
16437001,"Near S.Família dist, double bed& private bathroom",107777201,Judith,Sant Martí,Provençals del Poblenou,41.40893,2.19548,Private room,16,31,56,2022-03-11,0.88,1,0,3,
16448315,Private Suite Ramblas 100% disinfected by steam,107885671,Ivan,Ciutat Vella,el Raval,41.37718,2.17138,Private room,53,31,191,2021-11-03,3.03,1,21,31,
16449540,The Sagrada Familia Apartment,98330509,Apart-Suites,Eixample,la Sagrada Família,41.4008,2.17267,Entire home/apt,126,2,140,2022-03-10,2.25,5,259,109,HUTB-022011
16449601,Bright Loft in Sagrada Familia!,98330509,Apart-Suites,Eixample,la Sagrada Família,41.40349,2.17512,Entire home/apt,97,2,263,2022-03-10,4.21,5,160,131,ATB-000089
16453250,Habitación en PLAZA ESPAÑA.,44871936,Gisela,Sants-Montjuïc,Hostafrancs,41.37492,2.14268,Private room,14,31,12,2019-09-07,0.20,3,252,0,
16462603,"Elegant, bright, central, close to Sagrada Familia",5878688,Yaiza,Eixample,la Dreta de l'Eixample,41.39773,2.17024,Entire home/apt,200,2,27,2022-02-20,0.44,15,296,4,HUTB-011245
16464240,sf32 VERY NICE 2 BEDR APARTMENT SAGRADA FAMILIA...,1447144,Acomodis Apartments,Eixample,la Sagrada Família,41.4018,2.17273,Entire home/apt,111,1,2,2018-08-16,0.04,122,346,0,
16474452,Bright and elegant apartment in Plaza Molina,47171261,Lodging Team,Gràcia,la Vila de Gràcia,41.40232,2.15068,Entire home/apt,129,32,1,2018-10-20,0.02,66,134,0,Exempt
16475404,Big apartment in Eixample,47171261,Lodging Team,Eixample,la Sagrada Família,41.40773,2.17699,Entire home/apt,129,60,3,2022-02-09,0.06,66,163,1,
16483920,Duplex penthouse with terrace 10 min ramblas,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.38953,2.15806,Entire home/apt,150,3,170,2022-03-05,2.69,33,27,21,HUTB-007946
16485441,GRACIA. SINGLE ROOM BIG BED EXTERIOR TO GARDEN,45260292,Denise,Horta-Guinardó,Can Baró,41.41685,2.1575,Private room,22,90,4,2019-11-30,0.08,2,180,0,
16486723,The nicest room near Plaza España!!,108252150,Agustin,Sants-Montjuïc,Hostafrancs,41.37728,2.14546,Private room,25,1,82,2017-10-19,1.31,1,0,0,
16494453,CASA LICEU 11,47171261,Lodging Team,Ciutat Vella,el Raval,41.37858,2.16958,Entire home/apt,129,32,6,2021-12-17,0.11,66,115,3,Exempt
16496029,The Central Place VI,2320210,"Ale, Maria & Arthur",Eixample,la Dreta de l'Eixample,41.39145,2.16546,Entire home/apt,225,1,27,2021-10-06,0.46,35,56,5,HUTB-010180
16496597,Cosy and silent flat close to Plaza España,66188197,Nadine,Eixample,la Nova Esquerra de l'Eixample,41.38071,2.14579,Entire home/apt,30,30,3,2021-10-06,0.10,1,0,2,
16503468,Habitación individual cerca a la Sagrada Familia,83729645,Mariajose,Sant Martí,el Camp de l'Arpa del Clot,41.41261,2.17872,Private room,50,3,18,2019-06-30,0.28,2,278,0,
16503978,Sunny apartment in Sagrada Familia,108441327,Rubiol,Eixample,la Sagrada Família,41.40193,2.17189,Entire home/apt,66,4,55,2020-08-14,0.89,3,199,0,HUTB-010280
16511229,Center - Amazing double room with balcony in Born,80479514,Lidia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38802,2.17583,Private room,65,2,54,2022-01-02,0.88,2,128,7,Exempt
16529397,Penthouse with terrace and parking next to the sea,47171261,Lodging Team,Sant Martí,la Vila Olímpica del Poblenou,41.39136,2.19325,Entire home/apt,263,3,99,2022-03-07,1.63,66,297,20,HUTB-012043
16537876,"Full flat (2 dbm brooms: 1 w. bed, 1 w. sofabed)",3031011,Geneviève,Eixample,l'Antiga Esquerra de l'Eixample,41.38589,2.16176,Entire home/apt,100,3,1,2017-01-11,0.02,1,0,0,
16538380,Big House in Barcelona,1414702,Ferran,Gràcia,Vallcarca i els Penitents,41.41806,2.14159,Entire home/apt,450,2,6,2022-02-06,0.78,16,66,6,HUTB-006735
16543650,cozy augustus barcelona for 3-4 guest,108875874,Walter,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38596,2.17674,Private room,78,30,92,2021-09-13,1.46,1,0,14,Exempt
16551152,Cozy Flat Gran Via,1391607,Aline I Andrea,Eixample,Sant Antoni,41.383,2.16006,Entire home/apt,70,3,14,2020-03-24,0.23,83,274,0,HUTB-004900
16552446,Habitación doble en piso de diseño,91789957,Alba,Sants-Montjuïc,la Marina de Port,41.35914,2.13403,Private room,55,1,3,2017-06-01,0.05,1,360,0,
16556943,City Center Trendy Loft,3479346,Ewa & Pau,Ciutat Vella,el Barri Gòtic,41.38779,2.17329,Entire home/apt,105,31,99,2021-10-31,1.57,16,224,2,Exempt
16557135,Straight friendly quiet internal room Eixample. B,49096561,Alfonso,Eixample,la Nova Esquerra de l'Eixample,41.37826,2.15129,Private room,36,3,69,2019-10-23,1.12,2,0,0,Exempt
16563363,Lovely double room in the center,36127665,Aitor,Ciutat Vella,el Raval,41.37888,2.16336,Private room,45,3,186,2022-03-09,2.96,1,250,42,
16566571,Wake up to the sea!,55536130,Hussain,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40448,2.21114,Entire home/apt,230,3,94,2020-02-23,1.54,1,69,0,HUTB-001827
16576575,In the center of Born Neighborhood,50140027,Maite,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38417,2.1826,Entire home/apt,42,31,13,2020-03-23,0.22,1,38,0,Exempt
16581398,"Room, Habitacion WC/AC Poblenou.",109300778,Alyssa,Sant Martí,el Poblenou,41.40095,2.19894,Private room,85,4,1,2017-05-10,0.02,1,0,0,
16591842,Habitación individual,50257816,Silvana,Sant Martí,la Verneda i la Pau,41.42288,2.19705,Private room,19,1,33,2022-02-03,0.54,2,202,9,
16591958,41-Apartamento Sagrada Familia (NY),22076771,Luis,Sant Martí,el Camp de l'Arpa del Clot,41.41523,2.18256,Entire home/apt,50,31,4,2021-12-19,0.08,24,267,3,Exempt
16592830,"Bright, fun, balcony, near the Sagrada Familia",5878688,Yaiza,Eixample,la Dreta de l'Eixample,41.39773,2.17024,Entire home/apt,192,2,161,2022-02-17,2.61,15,299,36,HUTB-001299
16599138,"Habitación doble con baño, zona tranquila",109490944,Pablo,Sant Andreu,el Bon Pastor,41.43956,2.19817,Private room,31,2,1,2017-06-19,0.02,1,0,0,
16601337,Private Room in Central Barcelona,24618689,Norman,Eixample,Sant Antoni,41.38416,2.16247,Private room,14,3,116,2020-03-18,2.03,2,0,0,
16607759,"""Stylish Calm Flat"" Quick way to center & airport",109478015,Leo,Les Corts,la Maternitat i Sant Ramon,41.37959,2.11775,Entire home/apt,43,2,247,2022-02-18,3.92,5,164,31,
16607851,Modern flat in Poblesec,1391607,Aline I Andrea,Sants-Montjuïc,el Poble Sec,41.37306,2.15603,Entire home/apt,110,3,31,2021-08-18,0.50,83,170,1,HUTB-001441
16609418,El piset de la Nuria a Gracia. BCN,31876253,Nuria,Gràcia,la Vila de Gràcia,41.40171,2.15819,Entire home/apt,46,60,24,2021-08-31,0.42,1,35,1,
16616381,Beautiful apartment in the Born - Barcelona,25743074,Luis,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38571,2.18179,Entire home/apt,50,32,11,2022-02-19,0.18,1,259,5,
16637179,Habitacion muy bien ubicada cerca Sagrada Familia,109920367,Norbert,Eixample,el Fort Pienc,41.40105,2.17896,Private room,15,31,71,2019-10-06,1.15,2,0,0,
16022085,Wellington,104208915,Welington,Sants-Montjuïc,la Bordeta,41.36898,2.13995,Private room,37,1,3,2017-05-05,0.05,1,88,0,
16025917,Exiample Cómoda Habitación,86273859,Natalia,Eixample,la Nova Esquerra de l'Eixample,41.38312,2.14535,Private room,30,5,0,,,1,0,0,
16057576,"Modern bright apartment, with huge terrace !",10044989,Vincent,Ciutat Vella,el Raval,41.37566,2.17084,Entire home/apt,89,5,116,2022-02-19,1.83,12,134,17,HUTB-005827
16060546,Sagrada Familia Fabulous Terrace Attic - 1052,4085156,BBarcelona,Sant Martí,el Camp de l'Arpa del Clot,41.40915,2.18029,Entire home/apt,102,2,7,2022-01-20,0.23,12,11,5,HUTB-002848
16060688,Confort & spacious place - 1024,4085156,BBarcelona,Eixample,la Sagrada Família,41.40744,2.18008,Entire home/apt,146,3,11,2022-02-18,0.19,12,177,1,HUTB-005918
16076152,Luxury Penthouses 1,61360206,Carles,Eixample,la Dreta de l'Eixample,41.3904,2.1762,Entire home/apt,420,3,45,2022-02-17,0.71,9,249,10,HUTB-003877
16076627,Luxury Penthouses 2,61360206,Carles,Eixample,la Dreta de l'Eixample,41.3918,2.17613,Entire home/apt,420,3,33,2021-12-07,0.55,9,248,4,HUTB-003878
16079084,Impressive Design-Forward Penthouse in an Historic Building,61360206,Carles,Eixample,la Dreta de l'Eixample,41.39042,2.17398,Entire home/apt,920,3,9,2021-10-24,0.23,9,247,3,HUTB-003877
16890150,Habitación doble en el Raval,47491355,Mechi,Ciutat Vella,el Raval,41.38354,2.17008,Private room,35,60,64,2019-10-05,1.02,1,0,0,
